id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D12C23A,2,2,49,CML312,10,3,along,1168,12680,0,0,0,5685,5490,21747,32784,3891,48994,38946,123081,2282,4007,14188,367383,23623,1484,10096,33154,1043020,55460,1439618,0,2633,39275,3466,41667,6241,7583,5323,22639,161616,111059,71293,13128,48662,2559,13867,146466,90098,0,672,284,3562,4821,79014,1170452,15495,0,35435,185857,936998,30028,16860,6985,33856,0,24044,7764,10712,3361,444365,1320385,30563,14960,333777,254597,18772,1476334,2258,5953,8753,38108,0,1366560,1552223,14797,4111,358798,31174,33458,5540,41898,108332,57245,6041,6276,4042,75236,173312,64347,387565,1020169,1155,438,0,0,4660,3984,501063,2301,99302,70827,2739,266846,10603,925,0,3180,4844,5138,2701,5127,2129,683,13331,956,360,1120,38708,97580,276132,537882,1643,15087,43803,112796,485145,0,8125,3202,569,19692,25634,3819,0,0,17615,42830,90218,3116,25121,0,1865,299049,386419,590,4410,1460
D12P14A,1,2,49,PT,7,4,along,439,23118,0,0,0,3711,10324,20678,29213,4844,55884,79418,22315,0,1413,24666,450884,28077,506,13007,47446,824427,104964,1480421,0,9818,59342,7077,59430,5662,13742,0,16912,133014,94195,82048,19702,34202,2166,3988,30096,21886,0,0,637,0,7026,99178,877484,27622,0,59433,688844,1409813,31372,18275,15062,44805,0,14300,3809,6776,0,411787,1168461,16077,21649,191590,292281,31219,1000508,2387,5679,6744,38854,0,1319518,541777,13770,5457,236911,25951,24432,4293,14799,38129,10814,10655,5597,7724,89629,228306,120910,274422,1103682,2112,5268,5054,0,1739,7373,1073975,6206,118833,11945,5812,80487,36237,2956,0,9644,10086,8655,8772,19712,10823,4506,8951,3079,896,3266,91742,199619,406429,497996,3766,24756,60122,213629,816047,1776,10062,9685,6947,7037,46973,10730,0,3194,41540,95863,76957,16141,71435,1189,8614,639950,285388,1550,4697,1703
D12C18A,2,2,49,CML312,9,8,along,32208,17441,0,0,0,4155,10815,23909,29646,7890,52568,27248,135329,2822,5765,10539,208720,25909,2849,7318,16044,471550,70266,1347251,782,5691,42169,1838,19803,2117,4640,0,13785,84562,76245,55530,10982,46897,4448,90315,1480440,922930,1245,0,724,0,2957,48281,570761,19099,12058,13267,171048,1272073,13040,21152,9659,36076,1963,29796,6937,7435,2132,314171,1392070,25324,17387,203185,224671,32981,1435161,1660,7528,9954,44797,964,1104193,1156685,13935,6232,16730,1938,27215,877,0,4814,2170,0,473,1032,82181,114954,94013,459727,840667,11974,4966,1666,0,5999,4152,771639,4983,58902,123505,4506,456916,18435,746,0,2008,4427,2260,3995,9464,3109,1838,4192,1265,1133,1828,24593,111359,293507,459190,2239,11655,34688,137365,814583,0,2904,7258,1975,15253,39638,4106,0,1995,10875,41008,36241,5131,23829,0,4443,579004,403409,803,5836,15661
D12P24A,1,2,49,PT,11,4,along,773,22110,1178,0,0,5884,14272,33802,36446,3888,62772,41600,52734,2211,2659,7498,297741,21721,2268,7604,40561,953723,68698,1639995,0,4759,24263,0,38933,5982,3853,0,23293,125389,100867,69210,22746,69104,8231,10603,84498,52339,0,0,5276,3559,0,58113,653186,23716,0,52429,389136,1615953,23353,22316,7496,12880,0,15910,7669,24150,5305,368117,1243676,26183,36947,476928,321707,17810,1483075,6453,5447,7426,27196,2282,1577030,844619,26539,7604,744391,68248,53707,8875,53325,111193,35596,8677,29281,17219,75072,156557,163642,253373,712630,999,678,1727,0,3946,3479,615097,0,80649,7855,622,127426,19172,2261,0,8105,13163,12417,11765,25102,10103,4319,8431,3298,3185,5444,28463,132819,327327,401880,3196,5732,16712,112165,571809,787,4875,5827,1725,16771,105703,14447,0,6753,34295,82842,42231,11930,41706,1205,7540,526013,33452,1396,0,3171
D12P110A,1,2,49,PT,7,10,along,15663,1944,0,0,0,4604,15115,27583,15356,8358,50316,61042,42500,3879,2880,20522,465898,33806,5265,23458,71157,977334,209273,1623814,2100,18354,107879,6492,23808,4492,10201,0,29369,95890,140209,127081,24402,28791,6483,9907,27239,5783,0,0,1745,0,7389,147166,873607,62157,21530,153185,1090147,1187639,20116,24123,36960,112536,0,34384,8003,9584,3258,563230,1057290,30205,64605,487946,708283,32343,1043976,3767,29913,52086,59967,2258,1365467,216215,14368,15292,293629,37588,46177,3583,16615,23601,3550,5458,4701,8131,154836,153988,174513,717780,1336149,4470,9654,9544,0,6349,8018,1378096,723,154977,360738,10150,150717,96520,662,0,3768,2246,1734,4510,2601,1814,4410,654,1091,571,4814,13029,46324,40717,16697,3791,10436,25081,51867,56825,0,2075,2615,1348,7128,35231,1339,1983,1975,1710,9733,6044,2547,5704,645,1915,97934,7068,901,768,1701
D12B28A,3,2,49,B73,8,8,along,9446,22547,0,0,3027,5480,39022,54158,27533,8567,98008,63157,183337,3165,9238,7075,285036,32081,3985,7470,25084,587448,113145,1281940,2202,9109,44818,1042,30677,3432,4833,0,16587,103316,102057,63061,17393,35249,5700,73864,2022080,507783,1684,432,2191,0,4283,81099,578792,28247,18782,28901,379935,529570,11432,31887,17665,33386,0,18161,2181,7527,2130,114400,844663,15862,9836,196581,172414,18274,850382,2984,8611,21695,30616,2030,1047705,183840,7425,6574,22081,6217,17852,1639,3505,2779,976,1491,294,0,117683,121941,273232,415359,856077,8740,4317,2796,0,7694,8606,1101026,5744,90762,9936,5506,651874,81226,1237,0,4179,3246,6120,5358,8652,7428,3883,1556,3638,1856,4161,60337,483515,422308,180410,9831,48553,269439,719023,899265,1286,7743,12745,6935,10127,51102,3760,0,3302,5127,46178,16808,4018,24906,1041,4125,1369073,120208,3313,3461,9405
D12B210A,3,2,49,B73,8,10,along,36978,21080,345,0,4022,4451,71981,46462,24869,9658,114197,50707,176531,3875,10918,4144,231882,20149,3063,8767,23615,505278,110379,1350523,2267,6427,33428,860,20980,2511,4702,0,17326,105645,53621,77661,14592,42824,8298,143755,2139555,266163,0,4527,2407,0,3470,60051,455515,18495,14687,38471,376106,441263,8619,31526,14042,27794,2076,23720,4698,9664,2151,192709,1047770,15414,19353,253658,359618,23388,896394,3826,14242,30034,30007,1729,971659,164975,3849,6444,35639,9347,25762,1758,3989,2079,652,0,286,0,133755,109323,219433,594810,780699,11197,7698,452,0,7508,7530,1099406,4209,87404,258323,4566,666955,74674,780,0,4765,2154,2193,7393,4960,3488,4922,1230,2749,2392,6834,81152,393266,307703,70052,17904,108301,431876,930739,553107,1303,11011,15958,7758,7707,44146,1859,2998,1317,1173,20983,8392,2927,16637,814,3128,1147413,48938,5230,889,39879
D12C110A,2,2,49,CML312,9,10,along,38162,21398,0,1271,5285,8223,26786,37134,48356,9864,74346,23881,159046,1051,15528,46726,280096,29432,0,7435,46912,789959,102077,1385465,2847,762,49966,1811,26946,2573,7373,0,26624,113578,128662,78391,17219,84140,15949,85900,1594791,247812,3976,3037,8055,0,5103,138213,1155471,45606,20368,39732,338291,452793,14921,28849,7767,57416,0,70961,17311,21705,8801,437883,470733,38022,57783,1125593,356185,36593,1278077,15935,25291,49389,64726,2717,1254349,584425,23520,19473,106051,13318,47235,1328,7773,20235,1152,2703,1520,3873,110598,158022,98778,685820,1065942,10882,6060,3291,0,8382,7333,1266130,6015,137301,174679,6032,549371,27866,1651,0,3938,3613,5808,5592,7119,4046,7467,1779,2404,6627,7751,27127,74156,111220,74184,4592,12328,22023,46557,66764,837,1773,3422,1263,22881,68043,5885,15810,17704,1584,23205,13138,3373,13946,1169,3850,98781,10912,1667,0,12085
D12B112A,3,2,49,B73,8,12,along,111502,3676,0,0,3602,5297,56174,52581,16518,2742,71083,8837,184511,3425,7850,69191,403697,7207,0,12125,41417,286525,123027,1638497,2029,3835,11612,2058,9961,780,8409,0,19856,173972,71892,63748,13353,119334,8829,261756,1814602,81748,0,1756,528,0,10266,67466,327286,15170,1312,67056,361369,1548974,3316,24476,3493,7840,2741,65652,9845,20724,4514,634372,1136300,6067,48042,515546,817341,43557,1167641,9478,29949,44455,15881,2003,1160954,128918,1910,10671,83181,10849,32587,0,4957,0,1066,2857,1273,1861,115176,32582,140891,521639,237644,7380,5926,0,0,8668,10755,685867,0,38528,86343,0,512654,31897,1321,0,4365,3138,2701,4879,5522,2119,5800,809,3887,1706,5537,43751,210259,116981,21758,11025,74209,381235,760183,255032,0,6779,7850,3044,1840,26565,2252,1848,1628,1923,18248,6495,2908,10322,997,2388,773065,11564,3073,0,19572
D12B18A,3,2,49,B73,8,8,along,11614,27114,530,0,3267,5085,40091,50546,28843,8404,83090,52273,178971,3195,9510,5851,269873,31473,3561,8612,27003,592204,101812,1287471,1941,10003,40363,1147,27756,3338,5589,0,15642,98158,99134,77089,15959,39072,5244,81463,2120831,601594,0,3123,1712,0,3743,80051,504222,27279,17377,28717,360568,416801,10869,28189,16797,29290,2115,21482,1961,8455,2192,139605,1002578,15948,13820,245241,202029,17578,986446,5447,9483,24783,33973,2079,1142163,225814,9580,8263,15309,7017,15525,1439,1993,2112,0,0,287,581,151279,138045,325961,466642,819847,11401,6060,0,0,4942,6744,895879,5065,92515,464969,4720,600541,76223,1309,0,5912,4085,3578,8593,7361,4158,9081,1295,1303,2751,14962,53930,399017,434894,137591,6520,37611,160300,541397,809414,1082,4810,9544,7646,9517,64171,2627,4246,4346,2559,30036,11415,3308,15608,1284,1253,1023444,72909,2606,916,14930
D12P13A,1,2,49,PT,7,3,along,423,52030,0,0,0,0,13297,0,31168,0,79163,106246,29099,1719,2231,12850,461011,20253,2423,5190,49717,863827,97710,1714405,5659,8210,36626,9267,55473,10235,17328,0,18769,81976,88451,66723,16027,51953,3539,9740,44150,30368,0,0,1807,0,8604,78146,716373,30132,0,72247,653406,1062723,30040,18280,12729,30766,0,13823,2567,1638,3499,201293,1403235,12385,22862,98199,154244,13262,537200,3765,3707,1127,27617,0,1530980,284720,9587,3381,225871,26268,30031,4664,16159,28992,8390,20301,10908,0,63376,208262,103584,183576,901239,1850,544,1846,0,5050,7225,1153449,3525,112670,289268,3946,70950,41581,8462,0,25825,35081,42779,56784,99937,34835,16559,31758,15449,3784,24488,161920,375352,590582,499073,21543,35447,100202,195455,819666,6671,7293,9464,7818,6118,60678,27063,2546,3845,13754,213083,53049,35249,111276,16419,25486,661730,161323,6042,0,1272
D12B23A,3,2,49,B73,8,3,along,8129,24804,0,0,6568,7006,27439,24209,39623,3018,91720,47470,165191,1817,9711,7498,224589,15745,1583,3743,26170,779381,52380,1997213,0,1858,26507,2754,26006,6093,12910,0,18082,121603,97418,51125,20312,41715,9382,18311,523204,195776,0,975,7415,4740,2703,60482,794987,12472,0,92015,199457,1933262,10149,14785,3263,16628,0,14422,2724,6715,4486,72940,1920127,12720,14559,283938,77954,0,1044648,6922,5028,6704,24665,5323,1897472,493889,0,3486,193491,75121,37760,12213,30780,28241,8470,7455,7153,0,91325,106383,133337,237921,552203,0,0,0,11663,5547,4265,188232,4081,84639,146443,2329,428309,22052,2501,0,7828,4880,2248,9387,11636,3340,20856,5851,4056,3014,17322,45762,168789,481408,319739,5754,30395,94387,160881,770067,2107,4909,9782,2676,10375,77633,3961,2441,2994,1767,39072,23446,6025,19581,2129,6544,681443,54676,3473,0,3384
D12C212A,2,2,49,CML312,10,12,along,60318,9357,0,0,3749,5155,18835,23068,19688,6873,59660,16094,156288,1333,13070,40340,254218,22996,820,7049,25118,657085,90719,1234708,538,6540,44844,1724,16276,1885,3383,0,17501,91183,100342,76521,15291,88745,11121,101118,1408683,269660,0,1951,541,0,7369,128199,780853,38772,15578,59525,484712,1038932,10103,27239,14667,49847,1553,41726,13117,16828,3881,711634,1221299,29017,69001,924679,654906,35462,1321029,10785,41115,63918,63919,3108,1226778,489460,11898,5128,102234,9314,27170,764,4491,15635,251,2776,1876,2995,91417,93674,117078,687451,942836,11952,5763,2125,0,5030,6510,888497,472,71938,97852,3956,376234,28470,1200,0,3319,2717,3890,6262,9075,5837,9016,3884,2622,2397,13619,31871,134472,171097,70452,7474,26892,105495,158487,185836,1437,4590,6773,4084,10162,49752,2197,4050,1153,922,19865,9278,2745,7390,1763,1864,327783,16807,2887,336,2338
D12B110A,3,2,49,B73,8,10,along,57268,15526,0,0,3559,961,54835,38618,24652,9050,79854,33235,164354,2563,10134,18032,199092,16398,2872,3336,19321,406787,86752,1403419,1870,5007,26364,1798,14874,2193,4161,0,11632,54376,83129,58487,12460,42074,6582,103576,2296605,439240,0,526,1663,0,1310,62573,400241,15361,14057,31965,360348,1167238,7641,27196,13663,24348,1957,23144,5334,9910,1859,192423,1132632,13490,17290,354628,357819,23152,1096538,5021,13724,33923,31792,4629,1127496,214939,3615,7062,19953,3937,11340,1349,3445,2498,600,0,231,0,116264,96447,215894,485533,667014,9476,5557,2671,0,5833,6005,857699,0,57550,5875,257,476115,56207,853,0,3121,4070,3176,8108,3188,3590,11668,3939,2908,2984,8996,59776,344964,308887,68746,16151,96762,582435,917212,567745,1259,11093,13009,9252,5477,47645,1800,2227,2734,0,21536,8412,3572,9463,1329,3364,1177127,22468,5035,755,20224
D12B212A,3,2,49,B73,8,12,along,80107,2588,0,0,5989,4094,85624,46062,18160,2585,88042,9974,249429,0,11037,87030,553461,7790,0,35245,32800,197279,123539,0,943,3134,8104,2158,10524,1033,7183,0,26177,251044,200531,80561,17049,216734,19787,204685,484200,21799,0,0,4956,0,14423,96293,294537,11450,1436,78618,368777,2934147,3164,30958,3241,4975,2908,93963,10392,16884,7786,864736,1607758,0,69361,486063,948262,56473,838491,9000,23407,41765,5261,5669,1216572,108447,1471,7774,208935,105061,38476,4853,0,5356,0,3406,0,0,162047,24791,143474,398298,127511,6260,0,1695,19845,12862,13052,682673,0,34596,58346,1023,667384,25557,0,824,7358,4210,3884,9459,5568,6715,15530,5972,2971,1730,23924,58679,311053,104379,19344,18676,92647,483656,630401,143215,0,7854,5501,2956,1194,27088,2830,2125,1810,1449,23643,9000,3974,15782,2741,3910,497786,6484,4067,0,5224
D12C210A,2,2,49,CML312,10,10,along,29254,17715,0,0,2815,4922,18617,28988,39070,7770,76110,24633,204963,4543,13642,35704,262680,31878,4226,6085,22549,653642,87172,1226517,1660,8585,69057,1460,17124,3095,6139,0,17513,84601,98625,77718,18154,74833,4898,106975,1378019,563086,0,2500,2255,2479,5153,88838,676058,34655,17379,20671,264751,967591,13833,28993,12364,54523,0,27251,11198,11659,3126,527667,751567,36430,33703,426321,336704,34683,1265263,7048,7040,34027,62180,3573,1053049,976052,15632,9628,51142,9269,25354,1986,3352,12668,3019,2810,521,695,117546,140275,124887,706810,939654,19689,6875,0,0,5494,5611,1027585,4464,90903,10455,6340,593748,26053,1770,0,3545,3525,5851,6682,6125,7768,13852,3773,1974,1640,16303,28563,214082,480411,269486,5315,15377,66331,124020,575903,1641,4418,7115,5652,23029,69846,2817,2075,1212,757,26260,18773,4262,12199,2338,3546,407853,62117,2193,0,0
D12P28A,1,2,49,PT,11,8,along,4858,45191,0,0,4075,7490,28590,31398,62043,5947,106441,35038,166792,4195,7287,24019,356002,32459,505,3309,36731,418784,106293,1802398,2088,11453,49608,1896,21277,4398,9387,0,21099,97765,105139,78058,23014,61272,3517,10762,66983,33056,0,645,0,0,6624,114024,725410,35329,15735,37867,472181,1397951,15357,18560,15902,29176,0,34870,7465,12119,3390,504757,1483987,20596,34713,479767,349352,44765,1701445,9537,6200,16228,36645,2505,1413376,838427,17040,10220,159131,19470,49904,2896,8891,26877,8332,6505,6518,0,161002,177583,422613,383438,764249,819,1051,0,0,5984,5585,1062318,365,59488,123462,181,411884,39726,1947,0,6824,5411,2266,8502,6524,1678,18531,1801,1264,1956,14851,21869,100917,218306,133805,4001,9066,40579,78567,355073,927,2030,3966,2450,19140,80290,1382,2530,1884,879,10901,8753,2967,8058,1813,2804,240816,50765,1501,0,7752
D12B14A,3,2,49,B73,8,4,along,0,31577,0,0,2932,0,18699,21554,28536,2899,67725,40166,185613,0,7910,6225,191319,9749,0,2918,10138,601899,43706,2198223,0,3641,19703,0,14640,4535,10341,0,12417,41938,67090,32601,10375,26289,2347,1613,226980,62302,0,0,478,0,2416,61303,917896,16357,0,77202,237715,2307639,9353,12254,8998,18407,0,14302,3257,7329,2681,88875,2248450,9243,13910,278321,117459,9142,1504440,6927,5518,3130,27575,868,2143610,664376,0,2072,170327,21295,58683,5473,15329,26135,7879,4026,6981,0,77390,86592,129490,246810,539696,0,0,0,0,5059,0,545006,2533,50429,76344,2092,312521,21071,3320,0,9480,10424,6627,14879,18145,4403,12128,9658,3888,2755,20193,26662,201688,273649,242867,8314,24037,56021,137764,479453,0,3934,5412,3218,4326,53364,4716,1996,5624,977,37009,22511,5213,18245,3314,3410,569731,43561,2589,0,0
D12P210A,1,2,49,PT,11,10,along,15444,11642,0,2788,5731,4868,47059,41950,38476,7694,102124,26197,143805,4708,22125,46230,354257,24244,5253,8081,44052,770260,126832,1402883,2212,10432,46995,3719,24457,3093,7268,0,18630,85107,105649,66996,34066,81532,6619,22149,137706,23299,0,0,1036,0,9308,122803,676331,44330,17711,63996,585679,1579413,12954,22795,17162,39159,0,49549,11369,17917,5182,735252,801207,25106,61536,808992,652330,40111,969440,11489,6865,31881,42061,1057,1397675,463166,12792,18564,158588,17802,40752,1631,2183,18638,669,5448,2716,1622,138870,152744,285646,539920,913694,7504,6493,258,86593,6189,5800,960204,356,76696,236106,470,443944,51685,1980,0,7100,4255,6332,7893,9971,8364,9182,1871,2811,2370,8100,28193,183068,184088,74057,6986,29342,154858,282052,402261,953,4122,6207,4078,8040,57397,2710,4152,1033,694,20015,8948,3281,6917,2117,2986,544115,30726,2218,323,7275
D12B24A,3,2,49,B73,8,4,along,9249,22723,0,0,4907,7709,29123,33564,37723,4929,114701,78259,159348,686,10026,7564,221024,17869,0,0,17193,700764,58889,1726200,0,4046,22584,0,16082,5826,11156,0,15877,134143,92047,40049,11135,30242,9406,37301,1561142,598638,0,244,7843,467,2448,44906,509084,13314,0,65248,146851,1838601,8990,17492,6099,10673,0,14504,1991,202,2809,65222,1652242,8781,12092,225685,75555,0,855537,6096,3746,4771,14747,1317,1567937,455800,7170,2627,85689,171140,18927,20932,24872,12527,4904,1877,2124,0,102935,91993,161915,232019,414144,4083,2700,0,8742,6690,4356,911501,3740,91139,126975,3035,542086,26018,2084,0,6368,7173,4349,7264,7161,8583,10069,5596,5002,3314,13286,29814,168103,348464,305313,11405,41852,133380,193094,746124,0,6284,22227,4378,13498,92323,4318,0,3977,672,25409,21723,5151,8714,2739,6869,663889,65801,3322,0,0
D12C26A,2,2,49,CML312,10,6,along,3826,42101,0,0,3072,4387,10963,23300,56088,11075,83397,46160,146139,4568,7125,18107,214178,29732,2980,2137,18608,410866,64754,1247320,0,4278,41023,2641,12092,5950,9422,0,20645,93771,81773,58638,25105,48102,4818,118265,1409365,1058488,0,411,570,487,5592,56132,697947,23888,0,72389,139556,1378809,16539,25052,3840,22911,0,18012,6763,7781,3376,399023,930478,24987,24564,251123,201977,32853,1249455,6077,6425,13402,31316,7264,1179696,897307,9818,2754,59654,16817,42784,3147,4712,14569,5605,2826,1197,0,111002,158599,95293,464232,786521,8143,4620,0,16352,4386,4904,1073942,5701,82745,78354,4139,461783,12167,1680,0,4797,3925,1859,5392,3284,3795,11605,10750,3446,2159,10830,33717,208211,557881,390733,11985,20647,85422,122870,694561,2060,4571,12429,4044,27537,88498,1689,0,7054,826,25207,31985,4293,15693,2049,4717,378294,57209,2145,565,8264
D12P18A,1,2,49,PT,7,8,along,5229,12540,0,0,3960,4734,22854,20377,29397,8500,87538,98251,31708,2926,2939,42519,344954,34717,5015,3960,41452,813686,162047,1514074,2548,16356,92092,1862,19099,4691,7884,0,19447,83057,70527,52753,23130,40039,2681,13309,54178,16340,0,481,1016,0,5434,112101,625738,47131,17872,67427,762814,1678896,20829,19440,23775,67484,0,16185,9719,8573,3631,722990,720343,26160,52983,435985,619805,44564,1491240,7820,5433,30145,58373,1140,1510139,603852,4831,6730,102909,9428,37718,2181,5839,17567,1513,4045,2501,959,130704,191375,180710,442734,1239741,6425,7601,5021,0,4752,5064,1217271,5577,122019,223675,8138,120841,64931,3259,0,10267,14670,10520,16003,23419,18652,12875,18499,4859,1921,12212,74230,195433,267051,121297,14260,27218,88133,96310,220646,2676,5142,6981,5795,7402,52055,5420,3574,3740,750,44383,21632,10253,23238,5242,8690,237440,17805,2461,0,4029
D12C13A,2,2,49,CML312,9,3,along,5816,28573,1139,0,3192,1692,10304,8472,29304,3153,49057,23092,155127,601,6682,14023,180867,15356,1581,0,21132,833590,36846,1615851,2557,1044,23572,1773,11023,4144,12039,0,18494,31425,55922,39440,12766,50746,5536,37457,537176,186548,0,565,6096,110,4532,62435,779633,20837,0,91837,181293,1688803,15931,15337,6539,23011,0,25840,8065,12267,3909,347394,1621282,21753,44949,552599,800218,30204,1598787,11479,8370,17152,37392,1961,1429564,1170989,8423,2078,283749,28085,36750,6111,28919,65434,23699,5109,11016,0,79261,156536,77087,392060,803524,3741,702,1471,11563,2997,0,881141,3078,71289,8102,2288,208625,10407,2618,0,6802,7739,4303,10909,11902,8862,10007,20177,2886,2244,9988,38884,112434,318697,246336,8294,17617,56380,32152,234179,3189,5728,11022,1954,5973,41731,1997,2063,4256,639,28829,24847,3984,14906,3210,5953,203243,22897,2848,0,0
D12C112A,2,2,49,CML312,9,12,along,106386,6219,0,2763,6307,4380,53101,23203,23100,5370,55225,11228,156870,4250,11127,60418,243621,19651,0,8181,35431,539662,105811,1368686,2773,6178,35590,1035,7708,1102,4312,0,21328,105053,90168,57656,18427,110871,10817,255441,1201200,60069,0,353,2584,0,12254,98689,480457,30088,11332,112863,480915,1116151,6884,33669,11029,33027,2698,14175,11829,27728,5164,1018552,534983,21943,105458,1257385,1112205,43549,1370210,7368,74855,90776,48219,4353,1199094,237264,4755,4227,81808,10882,17369,1736,4100,6432,0,3308,276,0,110972,85966,135392,847298,746089,27098,8470,0,0,6002,11657,976772,1201,72610,58771,374,490378,47711,1552,0,1496,2227,3560,7822,6298,5205,7771,6704,1250,2214,9022,32229,111966,80830,13002,6723,26762,135110,176582,78762,573,3364,2265,2450,1565,38098,1933,4660,3455,0,11405,3644,2335,7100,1522,2351,222671,3530,2733,0,7153
D12C28A,2,2,49,CML312,10,8,along,17924,43617,0,0,2664,4160,13194,17301,53883,6750,70110,35492,153284,4047,8388,18478,204514,24460,414,2433,11359,243757,66855,1278245,0,4517,37678,1242,12624,3987,8853,0,17570,99540,82925,49700,17257,70621,5446,140641,1220883,816503,0,330,0,0,4078,49354,526359,20339,10663,42094,149441,1419741,12663,27263,6174,21406,211,23835,7646,7161,3193,378763,1111952,28082,20756,208277,439980,30281,1357707,6348,5196,9297,32455,10073,1094995,1239654,9276,3192,26801,4226,37169,1853,0,6960,3534,2219,328,0,111087,129519,126747,513099,701190,15985,5945,0,0,3912,4381,984264,6367,55326,63014,925,513693,13483,3977,0,18286,31011,19237,20914,45490,39708,12942,23291,8486,2531,9830,53483,167082,514906,429285,10807,14419,74099,78067,786713,2787,4375,6635,4352,14407,75545,10803,0,3575,1698,59790,33538,11701,17116,6677,9295,360317,93038,2879,0,26990
D12B16A,3,2,49,B73,8,6,along,4374,41557,0,714,4007,1181,25695,26849,31733,6977,112890,55961,214857,0,12165,14292,293182,26975,2736,2396,17723,536383,86781,1376591,1273,7630,40213,1922,16104,5626,11831,0,17568,92504,86884,60912,27360,28524,6078,92976,2348663,1142478,0,3523,5938,2639,4532,70371,521747,19311,15235,40224,227691,1605434,10121,31825,10892,19167,0,16945,2578,4201,2551,73969,1421499,11000,7804,122427,85449,5624,777187,5632,2744,6505,23772,3100,1130130,241937,2540,2739,33577,7681,16133,0,0,6071,0,2389,443,0,120905,133597,326160,308304,670676,6697,1237,2072,0,6066,6934,1181876,4600,83009,231682,4491,731752,45581,2435,0,6105,6092,1730,9940,9176,5584,8760,15140,1734,2255,6434,41419,226750,434374,140804,7505,18379,79525,179733,521457,824,3397,4427,4256,4973,72733,2127,3364,5172,721,18979,13487,4187,12086,2130,4238,468700,26743,1784,0,12321
D12C24A,2,2,49,CML312,10,4,along,1693,23561,0,0,3558,1306,8827,11624,37265,7838,58923,33803,182360,2522,8811,26859,296335,24199,499,3071,27975,932251,63708,1628034,3432,5519,69995,0,10830,6897,14558,0,17947,85079,76819,54340,23184,37701,2932,12858,91502,48079,0,0,871,0,9323,69848,901774,9796,12593,84562,161985,1147422,20886,24130,7545,42727,0,25534,5892,9270,3810,467840,1411732,23935,32593,288117,261717,39728,1154617,7816,5011,12090,41350,3018,1533329,1397212,6802,2579,211405,23898,24213,4644,18105,59639,24835,9737,10239,0,75789,141873,89299,398844,998311,4655,933,0,40339,721,3773,1191347,7063,93641,46912,4805,367426,9929,3943,0,15967,26913,17277,20660,44592,35825,11873,36429,4147,2404,10959,77628,144392,354799,313748,34338,30495,68012,88426,400499,3056,5523,4954,4480,8994,54937,10140,1494,4611,966,64688,44587,13722,45671,8677,14721,239740,48051,3754,0,0
