id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,Acylcarnitine_12:1,CE_20:3,CE_20:3,CE_20:3,CE_20:4,Cer_NS_d18:2_18:1,Cer_NS_d18:2_20:1,Ceramide_C17,Ceramide_C17,Ceramide_C17 ,Cholesterol,Cholesterol_d7,CUDA,DG_12:0_12:0_0:0,DG_12:0_12:0_0:0,DG_18:1_2:0_0:0,DG_18:1_2:0_0:0,DG_34:1,DG_34:1,DG_36:2,DG_36:3,DG_36:4,DG_16:0_18:2,DG_16:0_18:3,DG_16:1_18:3,DG_18:0_18:3,DG_18:2_18:2,DG_18:2_18:3,DG_18:3_18:3,DGDG_16:0_16:0,DGDG_16:0_16:1,DGDG_16:0_18:0,DGDG_16:0_18:1,DGDG_16:0_18:2,DGDG_16:1_18:3,DGDG_16:1_18:3,DGDG_16:2_18:3,DGDG_18:0_18:1,DGDG_18:0_18:2,DGDG_18:0_18:3,DGDG_18:1_18:3,DGDG_18:3_18:3,DGDG_20:0_18:2,DGDG_20:1_18:4,DGDG_18:3_20:3,DGDG_22:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:3,DGDG_26:0_18:2,DGDG_26:0_18:2,GlcCer_d40:1,GlcCer_NS_d18:2_16:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_20:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_24:1,LPC_16:0,LPC_17:0,LPC_18:0,LPC_18:1,LPC_18:2,LPC_18:3,LPC_20:1,LPE_17:1,LPC_16:1,LPC_18:1,LPC_18:2,LPE_18:2,LPE_18:3,MGDG_16:0_18:1,MGDG_16:0_18:2,MGDG_16:0_18:3,MGDG_16:1_18:3,MGDG_16:1_18:3,MGDG_16:3_18:3,MGDG_18:0_18:3,MGDG_18:1_18:2,MGDG_18:2_18:2,MGDG_18:2_18:4,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:4,MGDG_16:0_22:1,MGDG_20:2_18:3,MGDG_18:3_20:3,PC_30:0,PC_32:0,PC_32:1 ,PC_32:2 ,PC_34:0 ,PC_34:1 ,PC_34:2 ,PC_34:2,PC_34:2,PC_34:4,PC_36:1 ,PC_36:2 ,PC_36:2 ,PC_36:3 A ,PC_36:4_B ,PC_36:4_C,PC_36:4_C ,PC_36:5_B,PC_38:2 ,PC_38:3 ,PC_38:4_A ,PC_38:5_A,PC_40:6_B,PC_16:0_18:2,PC_16:0_18:3,PC_18:2_18:3,PC_18:2_18:3,PC_18:2_18:4,PC_18:3_18:3,PC_18:3_18:3,PC_18:2_20:2,PC_20:2_18:3,PC_16:1_26:2,PC_22:1_22:1,PE_17:0_17:0,PE_34:2,PE_16:0_18:1,PE_16:1_18:3,PE_18:0_18:2,PE_18:0_18:3,PE_18:2_18:3,PE_18:3_18:3,PE_22:3_16:4,PE_26:0_16:3,PE_22:1_22:1,PG_16:0_16:0,PG_16:0_16:1,PG_16:0_18:2,PG_16:0_18:3,PG_16:0_18:4,PG_16:1_18:3,PG_16:1_18:4,PG_18:3_18:3,PG_18:3_18:4,PS_24:0_18:2,SM_d35:1,Sphingosine_d17:1,SQDG_16:0_16:1,SQDG_16:0_18:1,SQDG_16:0_18:3,SQDG_16:1_18:3,SQDG_18:0_18:3,SQDG_18:2_18:3,SQDG_18:3_20:3,SQDG_16:0_16:0,SQDG_18:2_18:2,TG_14:0_14:0_14:0,TG_17:0_17:1_17:0,TG_17:0_17:1_17:0,TG_44:1,TG_46:0,TG_46:1,TG_46:1,TG_46:2,TG_46:2,TG_48:0,TG_48:0,TG_48:1,TG_48:1,TG_48:2,TG_48:2,TG_50:0,TG_50:2,TG_50:4,TG_50:4,TG_50:5,TG_52:0,TG_52:3,TG_52:3,TG_52:4,TG_52:4,TG_52:5,TG_52:5,TG_52:6,TG_54:3,TG_54:3,TG_54:4,TG_54:4,TG_54:5,TG_54:5,TG_54:5,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:8,TG_54:8,TG_56:3,TG_56:5,TG_56:6,TG_56:7,TG_58:6,TG_12:0_16:0_18:3,TG_12:1_12:1_22:1,TG_14:0_16:0_18:3,TG_12:0_18:2_18:3,TG_12:0_18:3_18:3,TG_16:0_16:0_18:1,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_12:1_16:0_22:2,TG_16:0_16:0_18:3,TG_16:0_16:0_18:3,TG_16:0_18:0_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:2,TG_16:0_18:1_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_16:0_20:5,TG_16:0_18:2_18:3,TG_16:0_18:2_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_18:0_18:0_18:1,TG_18:0_18:1_18:1,TG_18:1_18:1_18:2,TG_18:1_18:1_18:2,TG_18:1_18:2_18:2,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_14:2_20:3_20:3,TG_18:2_18:3_18:3,TG_18:2_18:3_18:3,TG_18:3_18:3_18:3,TG_18:3_18:3_18:3,TG_18:2_18:2_20:0,TG_18:2_18:3_20:0,TG_18:2_18:2_20:2,TG_18:2_18:3_20:2,TG_18:3_18:3_20:2,TG_14:3_22:6_22:6
D14C13A,2,4,28,CML312,7,3,along,1475,363,10724,6523,0,6670,8110,0,0,0,876,0,106252,9355,0,0,0,0,0,2408,1417,2927,16631,40569,2080,6077,7372,56746,33837,148324,3323,2652,18489,385615,11615,11180,128,14948,42580,954811,70395,1724109,5551,5480,47202,4524,16779,11235,6809,12070,6846,0,19326,20742,75445,37705,31461,32782,12368,35621,0,3349,3109,22351,21715,0,0,0,4048,24343,757,2285,5989,61468,1212728,8559,33932,25551,12003,7810,164242,37278,0,13433,13158,50495,18896,14401,1047009,12748,33110,20967,10175,72680,0,33944,8661,6962,4457,380543,1588371,120255,4845,22154,38170,70758,228785,245080,9698,18660,8382,19122,7134,9053,4784,8531,1287,15725,1618465,1457869,89754,125836,947781,88048,24415,56888,11792,4263,1125,268876,28720,31388,8317,57629,97731,52159,16359,25470,0,67681,160824,39886,303525,1059325,816,1381,613,0,0,0,0,6796,3737,989100,1342,88342,34134,898,353997,8902,1703,426,0,0,6802,1405,4038,0,3593,1334,6266,1673,13082,1379,2711,10606,2723,1146,0,2509,15600,6240,6006,7000,37664,14126,95843,19372,0,6274,2147,1997,373,5186,0,4019,5638,3571,30310,29242,0,10223,76197,2965,0,7274,855,7284,0,37535,4226,2203,6959,1051,5709,5619,34521,0,68697,3836,6230,0,3747,19366,23783,37582,9984,5434,54606,22315,128400,3912,23851,309721,33409,2735,6121,0,12551,19221,7363,100641,9618,1085,14327,9470,10615,15435,3002,5751,6279,3036,0,1342
D14P24A,1,4,28,PT,6,4,along,1484,0,1038,1038,0,2262,7991,0,0,0,0,0,117957,7122,0,0,0,0,0,3353,2212,3893,23695,19921,10951,1323,21821,102676,209229,66399,4010,1629,25699,239127,26764,25950,225,2711,21959,776545,161096,1761871,1252,9799,103232,2458,8572,8149,3028,687,1932,0,20218,17592,60665,87318,37403,34935,19925,40635,545,2237,6421,93540,31955,0,0,997,5843,86323,769,0,3759,54341,922960,5906,86633,37334,21847,22418,470703,7534,0,19005,15975,112437,51265,21999,1488330,16295,43674,20702,22556,114922,0,40835,10342,13437,3149,307547,450132,122570,2212,30713,30247,250732,107500,396775,15434,13866,5303,6039,12531,16849,5001,19124,564,15638,1709150,1463764,53917,40167,299538,143534,36877,45287,17657,13621,1955,219072,177410,30222,9817,11379,34645,5601,15817,7417,3340,89714,255157,116951,536484,1617171,2139,1237,12895,20215,0,0,0,4903,4165,1072225,7729,78496,132083,7656,145172,27993,1685,0,425,0,5028,0,2304,0,2559,932,3855,1288,6157,973,3639,10661,917,959,0,1152,16211,4068,22218,13360,79842,11125,45740,5820,0,7410,3020,3528,0,5475,0,18399,1174,0,106618,12442,0,14310,109994,1331,0,2007,0,4838,0,25685,2032,1705,1901,1110,2711,3006,14300,0,9220,0,3166,0,2363,10490,2918,22915,14397,0,79678,18465,102248,0,7227,67621,5028,1079,3684,0,19478,44562,23744,270021,7407,714,21142,12305,8674,8098,3610,4069,4411,3923,912,2001
D14C16A,2,4,28,CML312,7,6,along,69349,0,1769,1769,0,13276,16741,0,0,0,1638,0,149557,3999,0,0,0,0,0,0,1138,2888,23333,12709,5802,0,21459,39362,9385,215249,1583,11894,96146,447235,9409,4711,0,24787,31744,227051,142160,0,1098,3761,18707,4106,5314,7626,1559,1777,8081,0,38580,47398,123609,171159,48220,26714,22430,125643,2078,9832,116503,187922,24850,0,0,0,67107,105360,0,0,22771,143494,458006,4134,19288,1658,50757,51271,329558,13161,3610,8127,9749,82148,16714,5377,2255664,5300,702,29697,4788,15260,3575,203740,20621,32651,7556,1685529,713290,180327,10757,10598,91577,375216,304139,1575723,15449,86840,0,11750,12057,48215,9731,4590,2292,34791,2059926,1266449,16925,61376,155007,24933,47161,24400,7635,6593,2760,196480,18357,40224,2978,6393,9098,2146,5619,850,1358,124356,82719,127683,439984,503420,11835,14604,0,3633,18876,0,0,12864,19031,7151,0,39485,57156,3515,724764,30608,1952,0,325,0,3891,1100,2666,0,2713,1776,6267,1141,6179,1194,4606,10337,976,1161,1415,1330,17370,3297,4720,7202,10630,2685,26015,2655,0,9372,1707,1437,0,6867,0,14476,0,456,66504,3435,0,5921,23441,527,0,516,0,2815,0,26098,2839,2733,1015,1217,1885,2518,8360,762,4208,1015,3246,0,1024,8557,1157,15006,8027,0,34273,4342,24855,1102,2655,9936,1044,1280,2563,812,19294,39011,12074,85067,0,0,5921,1728,2426,691,2098,2645,2292,1674,0,18982
D14P13A,1,4,28,PT,7,3,along,0,0,2418,2277,0,7516,9410,0,0,0,1155,0,127881,10490,0,0,0,0,0,0,3658,5972,20611,19949,5115,0,19463,90036,63338,95591,2088,2157,34643,311762,16259,19690,4426,8068,32506,778695,146867,2029324,4200,12366,110270,2536,5590,12353,1721,3472,3971,0,21742,20981,81028,82267,36544,21008,16643,33521,594,2511,914,35183,13923,0,0,565,2431,14558,3079,1882,3617,44980,704817,12760,45289,38473,27705,21361,512282,52531,3302,21935,18248,28253,35826,20820,1194301,16422,32293,32299,25490,100581,0,40136,8680,12048,4017,285690,1451813,114539,5681,25138,35047,231590,148987,405177,14647,13301,5211,10853,13821,14542,5284,22285,449,15074,1869879,1301531,28769,42377,267482,189681,28656,37265,7984,8070,2173,379437,38401,32127,1902,17666,37606,7723,22086,11036,3390,94627,201739,154072,487699,1502528,2309,2310,9174,12219,0,0,0,2318,4439,1029895,6527,78091,18389,8622,223655,34791,1387,392,452,0,4496,812,2742,0,1666,1281,5034,769,4324,906,2758,7573,2367,650,832,1106,12980,2691,4593,9139,53144,3416,28017,6392,0,5388,1509,1257,0,5788,1114,14508,1006,0,77317,4979,0,6171,123425,889,0,1036,0,2156,0,21953,1120,1273,2755,0,1499,1386,7946,1689,5315,538,2541,0,1236,6993,1033,13760,9337,2715,55249,13604,72369,0,6547,58442,3350,0,2213,589,12120,26717,16930,227026,0,0,19067,3945,7579,3046,2044,2476,3299,3006,0,2647
D14C24A,2,4,28,CML312,7,4,along,10748,0,3883,923,0,5916,8434,0,0,0,0,0,122059,8310,247,0,0,0,1226,2960,2387,1876,17973,18192,4224,2099,11181,49368,24027,204906,3563,8448,48585,370856,12686,21120,2730,5075,22975,801681,94164,1741355,4532,7320,74061,3813,8838,13710,2084,8215,4874,0,18004,8578,62808,68171,37230,22675,16156,39147,1133,2126,6144,55534,16426,0,505,632,8193,66165,3020,0,9603,89335,1044347,13978,34247,24601,21921,16036,335909,38135,3982,13174,13563,80382,25982,13616,1415525,6518,23832,21468,19929,102413,1233,21883,7427,16309,2598,565756,1036556,139180,6349,27818,49192,305645,238218,352740,2474,27148,10981,5424,9868,33343,3459,9885,732,8869,1732209,1249054,85038,66314,469553,72777,55315,69522,4526,4659,1190,286090,27183,28461,1699,14602,70609,12976,13628,8505,1052,73160,180569,78823,392832,1312878,2210,5918,287,3293,0,0,0,6275,5678,1396509,6580,97546,84768,8569,507829,23625,2037,258,233,0,2684,0,2491,0,1980,997,4031,661,3803,486,2666,11407,2628,1380,0,2541,13925,2257,11245,9036,52832,4294,70334,4741,0,2639,1466,1933,0,2537,551,10145,662,0,57830,5065,0,3451,52998,0,0,888,0,3984,0,32132,2444,5769,6765,615,1639,751,8853,1395,6787,652,2746,0,766,6837,1648,11905,9274,2179,48358,12956,65330,0,5261,53825,3269,1593,2444,720,9234,20084,10604,148865,2885,620,10871,1608,3485,1922,1600,2181,2907,2954,0,0
D14B24A,3,4,28,B73,5,4,along,38435,158,4652,1453,0,6937,9654,0,0,0,537,0,106963,5139,0,0,0,0,1327,4554,1497,7433,27706,17917,8201,0,32188,85790,84623,114882,504,7172,26326,248027,11556,11973,3024,6126,15928,484860,129084,1502729,730,5464,43289,2034,4090,8201,1956,3276,911,0,20543,15980,76415,78513,31758,14905,15440,36328,806,6023,83115,1486742,633507,0,0,3581,25076,803035,5724,0,1470,66282,499207,6394,20163,21195,26018,23821,430500,26712,610,11352,12639,113204,20913,4484,1191237,5164,12641,20197,11540,43500,0,33024,6323,11842,2879,183048,1321158,85404,0,16764,19101,166060,119634,340681,9440,8216,5149,7339,9667,12514,4276,10614,3061,13838,1174796,1098223,51896,25445,206885,60335,33889,30401,4164,3079,1904,41238,6058,20681,1799,1193,1076,0,2913,533,0,128294,145649,111177,562529,1006944,2540,8168,8734,7807,9202,0,0,6167,4985,1104958,4834,75522,118995,6081,332695,39363,2330,0,376,0,6915,1622,4263,1139,2155,1437,4995,2043,12390,1590,2831,10751,6906,4181,2779,7565,11689,4443,29498,16934,108189,15819,97020,4429,0,12342,2858,5804,0,16748,1464,43396,457,0,264889,5107,0,6563,138701,1064,0,475,0,4799,0,29440,5941,12272,17628,967,2376,4058,14452,774,8932,1749,3977,0,1392,7532,1672,25123,17454,2552,102362,14754,93387,1958,4429,41750,1845,2139,3254,0,39820,111865,30223,470628,5057,471,25711,3647,6376,1735,2507,4771,4296,4556,0,15420
D14C23A,2,4,28,CML312,7,3,along,4196,0,11195,11660,0,6094,8523,0,0,0,1021,0,110585,7004,0,0,0,0,0,3023,1772,3711,17444,28607,3848,2280,11205,51422,18142,164810,3596,6005,43455,334094,11120,16756,2622,8518,39460,908493,69892,1534789,5141,930,51457,3255,15438,16284,7097,10696,9602,0,19723,15922,68319,82093,32984,19727,14162,38626,672,6458,12468,259468,119115,0,0,494,12334,272486,1078,2858,6504,79768,1157424,12071,24142,21195,18145,12022,284366,7291,2453,13002,11715,118888,22628,12576,1419165,9952,24091,20301,10501,72169,1623,9277,7684,15055,3118,425882,1243214,116594,0,24816,48391,374461,369324,594154,2898,18952,9961,15339,9754,5858,4071,8689,308,5431,1501698,1427752,22725,73690,521720,61805,36314,55168,5433,3287,1757,148171,17601,32851,1606,15079,39173,11760,5167,5379,0,84090,176221,67876,380021,1044940,1529,664,175,0,0,0,0,5425,4187,1180046,5097,110637,54896,6146,453336,17019,2913,0,0,0,8174,1580,9082,989,6210,1582,6425,2579,14864,2021,11536,6135,8012,1638,1399,2593,4953,2267,2387,9362,59187,3738,13983,7562,0,6475,1075,1708,0,3518,0,7199,918,0,33871,8943,0,11249,59518,1319,0,1417,0,7714,851,46889,5850,5226,8888,1117,2885,3384,17571,1029,10838,2545,4841,0,2106,5994,3330,14253,9867,1424,54255,16804,103259,0,9332,105283,2809,2516,3162,0,10104,19857,8246,139528,1814,0,11748,2368,4281,0,1570,2106,2429,2122,0,3725
D14B14A,3,4,28,B73,5,4,along,37598,0,3958,5646,0,9613,11821,0,0,0,830,0,124722,7370,0,0,0,1133,2022,5977,5740,8773,16034,22908,9808,0,45047,113605,102798,127301,700,7329,41890,357200,11025,7796,2371,7021,19660,409487,144253,1827041,3266,2102,31161,536,1530,8518,1869,2933,2807,0,23447,19418,112156,91109,38186,12802,20804,34414,0,3348,82865,1479492,247997,0,0,872,39139,822963,1025,0,6267,93926,587975,2039,25205,16661,33267,27991,485473,5876,3259,9905,12229,105425,9832,9214,1401965,8747,10491,34388,8009,32542,2259,50308,6021,7616,3511,171013,1394384,88902,0,11337,16363,115229,61997,250455,6966,4264,7497,3225,7604,9878,4911,8416,364,13431,988633,641800,28200,22668,98983,54266,19852,17383,2563,2641,1867,42599,8467,44018,0,3895,3122,0,2583,0,0,106092,131179,89867,403903,924199,2852,8620,1221,5593,0,0,0,7604,6131,1231998,1060,64158,79916,217,340147,35652,2568,481,0,0,7288,1280,7165,974,4053,1862,10262,1838,10599,1218,7848,8350,19601,6598,2933,11414,8223,7616,51162,27246,182636,22675,138121,5963,0,20383,1793,9966,0,12409,1154,54748,506,0,326973,6187,1196,27557,132662,0,0,363,0,703,0,34429,5399,17714,22939,753,3046,1605,20658,683,11787,0,2399,0,0,13120,1272,43283,24701,2778,122429,20402,126290,0,9567,55986,1853,2366,3630,0,63695,169551,39789,418239,3597,483,24766,1726,5812,1624,3558,3502,2206,5087,0,11237
D14C26A,2,4,28,CML312,7,6,along,76118,0,2436,2869,0,7517,11070,0,0,0,776,156,90491,4967,0,0,0,0,0,3444,3300,4299,13583,17076,9337,0,25300,54175,17138,187302,4752,11074,76362,318658,13887,11318,0,4449,23319,419857,127033,1446518,2231,5162,41392,799,2534,15427,1697,6418,7446,0,32807,20632,24726,96767,52151,15970,26099,87620,1445,7929,158291,817450,95322,0,0,887,93015,536799,744,0,15686,130915,633991,8189,31543,15883,50958,51473,416215,23725,4708,10551,9885,60072,23304,9953,1223455,7600,10981,40032,10230,43235,2437,70376,17613,35025,5142,994075,399191,83230,0,21724,58605,378691,211230,974800,16024,39044,0,3758,5513,45179,3886,6840,1903,10913,1332218,1271633,76127,28866,201578,47356,57418,38148,3009,5530,1548,85350,10030,42360,1759,3752,7994,1913,3941,641,0,103346,141524,109745,592486,954251,10593,24871,6959,4956,0,0,0,7370,13001,1184154,5208,67172,6527,5571,592277,35017,1644,411,0,0,4754,766,3696,0,2242,1198,7309,883,4924,1176,4348,7608,6396,3088,954,4125,8191,2131,16040,9729,68634,9252,57698,1588,0,7982,0,3102,0,3778,0,16147,406,0,91807,2873,0,9780,46356,0,289,0,0,1265,0,43799,2107,8419,7162,543,1237,823,8975,703,4859,0,2215,0,708,6135,859,14228,9520,0,37103,8791,51458,0,3316,8026,1098,1446,2411,0,22172,49758,11578,130735,1239,0,8775,1010,2478,776,2397,2083,1661,2061,380,17569
D14B13A,3,4,28,B73,5,3,along,1479,0,5490,2032,0,9300,12556,0,0,485,0,0,135554,10498,0,0,0,0,0,5597,4062,9750,16512,19175,8874,0,40541,136727,70823,191298,555,6327,47650,610042,17426,17203,1535,6054,32912,676257,173536,2162096,3552,11079,66595,1906,6328,15249,4766,9104,7730,0,26559,16392,117129,85075,48233,20354,30083,36477,887,2499,3948,53779,11997,0,0,0,2428,30121,1105,0,6272,141740,898465,8036,36529,32247,72739,37387,923725,44861,0,17208,17350,145761,32339,19071,1041521,14814,20023,37295,27801,74995,0,20595,4430,9209,3227,119731,1981025,85706,4997,16149,15580,156947,109223,99443,12697,0,7811,3913,8033,11249,3447,18147,154,13848,1079474,674495,20409,21895,83154,115843,29838,26532,3009,3816,1860,268081,34315,33377,3665,11161,19677,2804,17154,5713,0,97165,149780,126728,352393,1286913,1123,1552,732,4992,57961,0,0,3761,6169,1359447,1270,65354,159727,1320,418591,60634,2158,447,854,0,5276,0,3981,0,2172,703,2628,0,2181,642,3305,1691,4671,503,703,2556,7344,2169,12101,11868,67404,12293,62191,4132,0,1674,1905,1005,0,5689,0,29837,0,0,164615,3989,0,28528,151325,818,0,416,0,1412,0,36144,1173,3603,4350,0,1011,1312,6785,1063,3465,733,2660,0,995,5927,895,12165,12590,1306,55154,10502,62539,1423,4132,32834,1351,1454,2374,0,16838,47665,35614,366211,2913,395,27954,3029,10346,1780,1765,2508,2243,3930,0,1664
D14P14A,1,4,28,PT,7,4,along,565,0,373,427,0,4705,8893,0,0,383,0,0,108503,7133,0,944,0,0,0,6749,2164,9047,2968,22664,5094,0,39223,84665,62969,50949,0,8526,29399,252922,21516,15315,6022,0,22472,871005,213335,1662595,2828,16366,153553,563,829,7087,1097,2318,6807,0,22146,4548,35704,0,37802,4653,34349,34595,0,5391,6993,47300,12058,0,0,0,192,21035,5449,2224,6323,48031,641754,14827,64548,47205,107560,37758,703365,11211,4899,19992,15943,17386,80161,27024,1598001,15849,35036,32851,32052,156252,0,81210,14093,26019,9439,460976,928411,17247,76583,31571,63466,562468,203387,321972,17987,14411,5746,9838,17365,7600,3957,40754,2267,14882,1388888,1250631,48118,26417,262195,272485,69029,56984,2649,2808,0,435889,35594,45906,3762,18723,62482,7228,24550,9899,0,112073,170930,144054,763870,1510794,531,4641,18322,36169,100629,0,0,5343,5434,929590,6029,109049,53717,12341,134152,37078,1532,0,0,0,3383,665,3060,516,1650,882,5134,774,4527,652,2925,2841,7761,1698,0,1415,3843,3582,20074,11125,63648,12158,74843,4929,0,9400,812,3500,0,5468,591,20605,0,0,101053,3147,683,15078,58568,0,0,332,0,524,0,25295,813,6309,10405,0,1758,712,7868,719,3440,0,1483,0,581,5478,561,19488,9580,1271,28622,10314,56661,0,4929,38923,1051,1069,2092,0,28080,58257,14662,131802,848,300,9204,1210,2422,803,1993,2505,1317,3846,0,1875
Pool1,,,,,,,,20612,929,16296,10825,0,7124,5268,0,0,0,2191,0,124316,6430,0,0,0,0,0,3532,2623,3692,35849,33225,6357,4522,14490,70248,46196,135450,2649,5965,10657,296918,10150,11766,359,10658,28911,663332,88946,1499916,2938,6840,39951,3706,26113,4627,4262,4227,3257,0,18737,31152,84605,97528,35565,34702,16450,43514,1333,5707,34336,728344,320101,0,0,1439,16954,313207,1427,2415,4810,66147,736150,5477,22600,14797,19310,12025,356934,3919,2033,13078,12565,130894,18047,12788,760006,9222,14910,22965,11460,33671,0,28863,5831,11730,3406,319387,1005215,91323,6746,19431,31232,108434,227710,332989,10820,13050,5196,8858,4952,11373,4906,10528,1805,3288,1385163,1342137,22718,59153,618618,62965,5583,28598,14846,8033,0,183259,17863,20292,4155,17152,33720,12256,5252,5069,4108,101519,124799,172996,393276,826603,2279,5125,5652,2582,0,0,0,5362,5761,921567,3360,71342,183724,560,408802,30312,1101,0,0,0,3800,989,3745,0,5017,0,4704,1539,8906,1115,4014,4379,3076,464,1398,1918,4181,2769,4628,8341,50319,4687,45175,0,0,4986,2752,1111,0,6955,13523,18761,2768,0,147812,70531,0,7141,305042,792,1149,3346,0,11597,0,61261,3893,0,3516,5233,2362,19423,20429,3727,15690,4431,4824,0,10723,12664,5653,20072,11974,48085,85994,20802,142412,64046,10320,171745,173284,588,3977,6290,14753,35012,22741,413134,260046,37233,43949,289000,29247,200768,2356,3425,4493,2946,0,6714
Blank29,,,,,,,,3402,0,0,3050,0,4212,0,907487,538857,354952,14770,126490,965876,494276,474321,1297587,1601037,0,0,0,5197,3754,0,4751,7837,0,3250,4552,4845,5033,0,9925,2909,14958,1361,0,0,2346,2769,20941,8013,0,0,0,0,0,1842,1595,2745,1818,2217,0,0,0,0,0,3707,0,3519,3566,3843219,5174,2018,9772,5479,0,846776,0,2065,7004,0,0,0,8189,17797,10019,5784,0,7919,6124,9409,6476,0,7579,3379,6851,6042,11990,914045,6194,0,4317,2616,4681,3883,6781,5080,4716,0,23276,134726,11544,7966,2475,6617,21199,19404,12576,3860,3555,4435,3825,4998,3508,23205,2018,3519,4775,81734,35629,6558,7778,0,4259,4564,3344,3320,1807,1325379,12658,0,6746,4564,3109,0,3496,4024,3813,0,9162,9503,12529,16037,10113,0,0,0,0,0,607381,768350,5690,2722,55467,0,7614,2616,0,19404,3297,3496,189618,958614,0,15978,2252,6617,0,5584,4775,11966,2945,7649,0,4740,13480,2229,0,0,0,17809,2170,0,0,6347,1513,0,3789,0,9104,0,3027,0,3625,0,3555,2217,0,8048,4388,0,0,12917,1619,0,0,0,2346,0,7180,0,6159,0,14805,3402,15896,10852,5561,4388,0,14137,0,20460,18700,6886,13034,0,0,9233,3531,6980,0,3097,5185,5314,2722,8576,1994,8564,8024,6441,11356,8670,0,3954,9280,2675,7579,2722,4071,3332,2675,0,3332
Pool1,,,,,,,,20320,0,16930,13701,0,7044,9607,0,0,0,1668,0,122832,6591,165,0,0,0,0,3549,2819,4331,23872,33302,6293,3870,18235,72629,45297,147119,2808,8307,6165,293008,10139,12097,2682,10695,29567,661427,90895,1515338,2889,6837,40064,2634,15119,8773,4758,1621,3223,0,17984,25077,79232,42984,33786,23795,16588,44554,1251,5289,33662,713425,318311,0,0,1403,16310,310170,222,2207,5487,66363,721220,5380,24176,14647,19640,13452,349692,29588,2839,13066,12773,131195,23284,4417,1199133,2915,15542,25786,11164,32172,0,19580,6020,12393,3055,320593,1127832,92765,19050,20353,32872,55428,230087,328265,0,14269,14731,8032,7020,11627,4372,10240,1414,14588,1404682,1357343,75369,58013,614426,65459,22716,28680,8885,7324,1420,186318,25526,23628,4696,16772,34644,12508,5775,4808,2250,102648,128395,176521,411499,846334,2770,5486,5355,2760,0,0,0,5374,5852,966392,688,75817,124378,910,413730,31069,1556,0,0,0,5945,1648,4939,980,5901,1038,7834,1752,14044,1298,3520,7365,2111,1626,0,2026,10597,3053,13545,9922,76267,17848,114287,6151,0,6948,2590,2156,0,6954,0,20958,3198,2344,147925,38081,0,34105,308192,1174,0,3359,0,13271,0,60047,4207,3621,4143,3765,2669,5354,21416,2889,15586,3413,4887,0,5956,12956,7776,20917,12877,9467,87623,20924,145757,0,10946,170124,63633,1885,4620,0,19439,34861,21487,411721,32827,10349,46669,36137,30224,95120,2257,3752,4781,3440,0,6877
Blank10,,,,,,,,0,0,0,2410,0,0,0,878903,493767,352058,3299,135837,689333,467786,469316,1288003,1472399,0,0,0,0,0,0,5346,5996,0,3490,0,3557,7057,0,1913,0,12259,1109,0,0,2754,3022,18638,3203,0,0,0,1492,0,0,2534,1195,1167,1348,0,1597,0,2658,0,0,0,2429,115383,4179642,51495,12269,985,4647,0,802507,0,3662,9075,0,0,0,7593,15711,7009,5326,2161,8253,8253,8463,3280,2219,3949,2850,4208,3548,6273,750324,4122,3165,3127,2907,2831,0,12852,8300,2936,7535,48875,139529,11074,7755,2678,16926,64137,22338,18150,13952,4246,5642,3509,4667,5594,53063,3643,3691,2381,55798,35869,4217,6952,0,0,0,4007,2984,1989,1262050,10175,0,6761,3423,0,3031,0,2735,2505,0,6923,6024,5881,6981,14095,0,2974,0,0,0,619067,812873,4581,2152,44199,0,4628,0,0,22405,2085,5221,235155,1261189,0,22032,4963,11313,0,10098,7908,18408,6761,24442,0,5623,39111,2247,0,0,2219,64701,11284,23974,4714,20493,2362,4437,4332,0,26517,4437,3921,0,6111,0,3911,1520,0,9582,2668,0,0,9649,0,0,2161,0,0,0,5298,4915,2678,0,0,6177,18322,25150,0,9410,0,16534,0,48578,51428,5384,41225,4714,0,22424,2907,7449,0,3672,5833,3643,3003,11265,0,24882,11953,4810,13770,1750,0,3175,3538,2486,3299,0,2113,2276,2362,0,1932
